count_id;site_id;site_name;longitude_epsg_4326;latitude_epsg_4326;species_id;common_name;year;penguin_sum
GEOR_2006_CHIN;GEOR;Georges Point (Ronge Island);-62,67;-64,669;CHIN;chinstrap penguin;2006;399
GEOR_2007_CHIN;GEOR;Georges Point (Ronge Island);-62,67;-64,669;CHIN;chinstrap penguin;2007;689
GEOR_2008_CHIN;GEOR;Georges Point (Ronge Island);-62,67;-64,669;CHIN;chinstrap penguin;2008;338
GEOR_2009_CHIN;GEOR;Georges Point (Ronge Island);-62,67;-64,669;CHIN;chinstrap penguin;2009;210
GEOR_2015_CHIN;GEOR;Georges Point (Ronge Island);-62,67;-64,669;CHIN;chinstrap penguin;2015;332
GEOR_2018_CHIN;GEOR;Georges Point (Ronge Island);-62,67;-64,669;CHIN;chinstrap penguin;2018;207
GEOR_2009_GENT;GEOR;Georges Point (Ronge Island);-62,67;-64,669;GENT;gentoo penguin;2009;2104
GEOR_2018_GENT;GEOR;Georges Point (Ronge Island);-62,67;-64,669;GENT;gentoo penguin;2018;3472
GERL_2020_ADEL;GERL;Gerlache Island;-64,214;-64,601;ADEL;adelie penguin;2020;71
GERL_2020_CHIN;GERL;Gerlache Island;-64,214;-64,601;CHIN;chinstrap penguin;2020;2577
GERL_1979_GENT;GERL;Gerlache Island;-64,214;-64,601;GENT;gentoo penguin;1979;2000
GERL_2020_GENT;GERL;Gerlache Island;-64,214;-64,601;GENT;gentoo penguin;2020;2781
GIBB_2004_CHIN;GIBB;Gibbs Island;-55,639;-61,471;CHIN;chinstrap penguin;2004;80000
GING_1969_ADEL;GING;Ginger Island;-68,686;-67,749;ADEL;adelie penguin;1969;600
GING_1983_ADEL;GING;Ginger Island;-68,686;-67,749;ADEL;adelie penguin;1983;2790
GING_2013_ADEL;GING;Ginger Island;-68,686;-67,749;ADEL;adelie penguin;2013;3335
GLAN_2009_GENT;GLAN;Glandaz Point;-63,959;-65,091;GENT;gentoo penguin;2009;38
GOPT_1997_ADEL;GOPT;Gourlay Point;-45,586;-60,731;ADEL;adelie penguin;1997;2125
GOPT_1998_ADEL;GOPT;Gourlay Point;-45,586;-60,731;ADEL;adelie penguin;1998;2176
GOPT_1999_ADEL;GOPT;Gourlay Point;-45,586;-60,731;ADEL;adelie penguin;1999;2710
GOPT_2000_ADEL;GOPT;Gourlay Point;-45,586;-60,731;ADEL;adelie penguin;2000;519
GOPT_2001_ADEL;GOPT;Gourlay Point;-45,586;-60,731;ADEL;adelie penguin;2001;1804
GOPT_1997_CHIN;GOPT;Gourlay Point;-45,586;-60,731;CHIN;chinstrap penguin;1997;1708
GOPT_1998_CHIN;GOPT;Gourlay Point;-45,586;-60,731;CHIN;chinstrap penguin;1998;562
GOPT_1999_CHIN;GOPT;Gourlay Point;-45,586;-60,731;CHIN;chinstrap penguin;1999;1944
GOPT_2000_CHIN;GOPT;Gourlay Point;-45,586;-60,731;CHIN;chinstrap penguin;2000;1037
GOPT_2001_CHIN;GOPT;Gourlay Point;-45,586;-60,731;CHIN;chinstrap penguin;2001;1551
GOSL_1984_ADEL;GOSL;Gosling Islands;-45,924;-60,642;ADEL;adelie penguin;1984;8523
GOUL_2009_EMPE;GOUL;Gould;-47,656;-77,71;EMPE;emperor penguin;2009;8242
GREE_2020_GENT;GREE;The Green Glen;-55,266;-61,271;GENT;gentoo penguin;2020;330
GREE_2020_KING;GREE;The Green Glen;-55,266;-61,271;KING;king penguin;2020;1
GREI_2024_GENT;GREI;Green Island;-64,149;-65,324;GENT;gentoo penguin;2024;82
GUES_2020_CHIN;GUES;Guesalaga Island;-61,982;-64,275;CHIN;chinstrap penguin;2020;6
GUNN_1975_EMPE;GUNN;Gunnerus;34,382;-68,763;EMPE;emperor penguin;1975;5750
GUNN_1990_EMPE;GUNN;Gunnerus;34,382;-68,763;EMPE;emperor penguin;1990;7000
GUNN_2009_EMPE;GUNN;Gunnerus;34,382;-68,763;EMPE;emperor penguin;2009;4652
HALF_1987_CHIN;HALF;Half Moon Island;-59,918;-62,596;CHIN;chinstrap penguin;1987;6000
HALF_2009_CHIN;HALF;Half Moon Island;-59,918;-62,596;CHIN;chinstrap penguin;2009;2263
HALF_2011_CHIN;HALF;Half Moon Island;-59,918;-62,596;CHIN;chinstrap penguin;2011;3620
HALF_2015_CHIN;HALF;Half Moon Island;-59,918;-62,596;CHIN;chinstrap penguin;2015;1696
HALF_2017_CHIN;HALF;Half Moon Island;-59,918;-62,596;CHIN;chinstrap penguin;2017;2749
HALF_2022_CHIN;HALF;Half Moon Island;-59,918;-62,596;CHIN;chinstrap penguin;2022;1119
HALF_2024_CHIN;HALF;Half Moon Island;-59,918;-62,596;CHIN;chinstrap penguin;2024;1393
HALF_2011_MACA;HALF;Half Moon Island;-59,918;-62,596;MACA;macaroni penguin;2011;1
HALF_2017_MACA;HALF;Half Moon Island;-59,918;-62,596;MACA;macaroni penguin;2017;2
HALF_2019_MACA;HALF;Half Moon Island;-59,918;-62,596;MACA;macaroni penguin;2019;3
HALF_2024_MACA;HALF;Half Moon Island;-59,918;-62,596;MACA;macaroni penguin;2024;1
HALY_1977_EMPE;HALY;Halley;-27,43;-75,54;EMPE;emperor penguin;1977;14700
HALY_1983_EMPE;HALY;Halley;-27,43;-75,54;EMPE;emperor penguin;1983;25000
HALY_1986_EMPE;HALY;Halley;-27,43;-75,54;EMPE;emperor penguin;1986;15700
HALY_1987_EMPE;HALY;Halley;-27,43;-75,54;EMPE;emperor penguin;1987;14300
HALY_2009_EMPE;HALY;Halley;-27,43;-75,54;EMPE;emperor penguin;2009;22510
HANE_1987_GENT;HANE;Hannah Point East;-60,585;-62,651;GENT;gentoo penguin;1987;175
HANE_2020_GENT;HANE;Hannah Point East;-60,585;-62,651;GENT;gentoo penguin;2020;3812
HANN_1987_CHIN;HANN;Hannah Point;-60,613;-62,654;CHIN;chinstrap penguin;1987;2500
HANN_1995_CHIN;HANN;Hannah Point;-60,613;-62,654;CHIN;chinstrap penguin;1995;1033
HANN_2000_CHIN;HANN;Hannah Point;-60,613;-62,654;CHIN;chinstrap penguin;2000;2736
HANN_2011_CHIN;HANN;Hannah Point;-60,613;-62,654;CHIN;chinstrap penguin;2011;874
HANN_2012_CHIN;HANN;Hannah Point;-60,613;-62,654;CHIN;chinstrap penguin;2012;1017
HANN_2015_CHIN;HANN;Hannah Point;-60,613;-62,654;CHIN;chinstrap penguin;2015;1134
HANN_2016_CHIN;HANN;Hannah Point;-60,613;-62,654;CHIN;chinstrap penguin;2016;773
HANN_2020_CHIN;HANN;Hannah Point;-60,613;-62,654;CHIN;chinstrap penguin;2020;975
HANN_1987_GENT;HANN;Hannah Point;-60,613;-62,654;GENT;gentoo penguin;1987;50
HANN_2011_GENT;HANN;Hannah Point;-60,613;-62,654;GENT;gentoo penguin;2011;2520
HANN_2014_GENT;HANN;Hannah Point;-60,613;-62,654;GENT;gentoo penguin;2014;3168
HANN_2016_GENT;HANN;Hannah Point;-60,613;-62,654;GENT;gentoo penguin;2016;2820
HANN_2020_GENT;HANN;Hannah Point;-60,613;-62,654;GENT;gentoo penguin;2020;3518
HANN_1995_MACA;HANN;Hannah Point;-60,613;-62,654;MACA;macaroni penguin;1995;3
HANN_1996_MACA;HANN;Hannah Point;-60,613;-62,654;MACA;macaroni penguin;1996;4
HANN_1997_MACA;HANN;Hannah Point;-60,613;-62,654;MACA;macaroni penguin;1997;0
HANN_2000_MACA;HANN;Hannah Point;-60,613;-62,654;MACA;macaroni penguin;2000;10
HANN_2004_MACA;HANN;Hannah Point;-60,613;-62,654;MACA;macaroni penguin;2004;4
HANN_2011_MACA;HANN;Hannah Point;-60,613;-62,654;MACA;macaroni penguin;2011;2
HANN_2010_MACA;HANN;Hannah Point;-60,613;-62,654;MACA;macaroni penguin;2010;0
HANN_2012_MACA;HANN;Hannah Point;-60,613;-62,654;MACA;macaroni penguin;2012;4
HARE_1987_CHIN;HARE;Harmony Point (east);-59,186;-62,268;CHIN;chinstrap penguin;1987;1750
HARM_1987_CHIN;HARM;Harmony Point;-59,242;-62,306;CHIN;chinstrap penguin;1987;300000
HASW_1979_ADEL;HASW;Haswell Island;93,008;-66,531;ADEL;adelie penguin;1979;11300
HASW_1962_EMPE;HASW;Haswell Island;93,008;-66,531;EMPE;emperor penguin;1962;9000
HASW_1970_EMPE;HASW;Haswell Island;93,008;-66,531;EMPE;emperor penguin;1970;17000
HASW_2009_EMPE;HASW;Haswell Island;93,008;-66,531;EMPE;emperor penguin;2009;3247
HENR_1960_ADEL;HENR;Henry Islands;120,621;-66,878;ADEL;adelie penguin;1960;34
HERO_2006_GENT;HERO;Heroina Island;-54,608;-63,394;GENT;gentoo penguin;2006;142
HERO_2009_GENT;HERO;Heroina Island;-54,608;-63,394;GENT;gentoo penguin;2009;173
HINO_1972_ADEL;HINO;Cape Hinode;42,661;-68,145;ADEL;adelie penguin;1972;167
HINO_1973_ADEL;HINO;Cape Hinode;42,661;-68,145;ADEL;adelie penguin;1973;139
HINO_1981_ADEL;HINO;Cape Hinode;42,661;-68,145;ADEL;adelie penguin;1981;370
HINO_1984_ADEL;HINO;Cape Hinode;42,661;-68,145;ADEL;adelie penguin;1984;433
HOLD_2013_ADEL;HOLD;Holdfast Point (mainland and offshore rocks);-66,587;-66,792;ADEL;adelie penguin;2013;721
HOOK_1987_CHIN;HOOK;Cape Hooker;-61,963;-63,334;CHIN;chinstrap penguin;1987;17500
HORS_1987_CHIN;HORS;Cape Hooker Rock (south);-61,982;-63,345;CHIN;chinstrap penguin;1987;4500
HOVG_2018_GENT;HOVG;Hovgaard Island;-64,126;-65,131;GENT;gentoo penguin;2018;2301
HPNE_1987_CHIN;HPNE;Hall Peninsula (northeast);-61,241;-62,769;CHIN;chinstrap penguin;1987;3000
HPNE_2020_CHIN;HPNE;Hall Peninsula (northeast);-61,241;-62,769;CHIN;chinstrap penguin;2020;1513
HPNE_2022_MACA;HPNE;Hall Peninsula (northeast);-61,241;-62,769;MACA;macaroni penguin;2022;5
HPSW_1987_CHIN;HPSW;Hall Peninsula (southwest);-61,244;-62,775;CHIN;chinstrap penguin;1987;2000
HPSW_2020_CHIN;HPSW;Hall Peninsula (southwest);-61,244;-62,775;CHIN;chinstrap penguin;2020;1029
HPSW_2022_CHIN;HPSW;Hall Peninsula (southwest);-61,244;-62,775;CHIN;chinstrap penguin;2022;694
HPSW_2022_MACA;HPSW;Hall Peninsula (southwest);-61,244;-62,775;MACA;macaroni penguin;2022;5
HUKU_1973_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1973;130
HUKU_1975_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1975;142
HUKU_1981_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1981;277
HUKU_1982_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1982;480
HUKU_1984_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1984;500
HUKU_1985_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1985;426
HUKU_1986_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1986;520
HUKU_1988_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1988;750
HUKU_1989_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1989;439
HUKU_1990_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1990;479
HUKU_1991_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1991;352
HUKU_1993_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1993;390
HUKU_1994_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1994;309
HUKU_1995_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1995;388
HUKU_1996_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1996;350
HUKU_1997_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1997;366
HUKU_1998_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1998;371
HUKU_1999_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;1999;382
HUKU_2000_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;2000;387
HUKU_2001_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;2001;367
HUKU_2002_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;2002;392
HUKU_2003_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;2003;362
HUKU_2004_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;2004;400
HUKU_2011_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;2011;37
HUKU_2012_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;2012;88
HUKU_2013_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;2013;219
HUKU_2017_ADEL;HUKU;Hukuro Cove;39,629;-69,213;ADEL;adelie penguin;2017;143
HUMB_1980_ADEL;HUMB;Humble Island;-64,088;-64,765;ADEL;adelie penguin;1980;2420
HUMB_1981_ADEL;HUMB;Humble Island;-64,088;-64,765;ADEL;adelie penguin;1981;4076
HUMB_1986_ADEL;HUMB;Humble Island;-64,088;-64,765;ADEL;adelie penguin;1986;2683
HUTB_2020_GENT;HUTB;Hut Bluff;-55,14;-61,219;GENT;gentoo penguin;2020;558
HUTB_2020_KING;HUTB;Hut Bluff;-55,14;-61,219;KING;king penguin;2020;2
HYDR_2008_CHIN;HYDR;Hydrurga Rocks;-61,626;-64,145;CHIN;chinstrap penguin;2008;627
INEX_1963_ADEL;INEX;Inexpressible Island;163,729;-74,901;ADEL;adelie penguin;1963;11000
INEX_2019_ADEL;INEX;Inexpressible Island;163,729;-74,901;ADEL;adelie penguin;2019;28362
IVAN_2009_ADEL;IVAN;Ivanhoff Head;109,128;-66,88;ADEL;adelie penguin;2009;6130
JACO_2020_GENT;JACO;Jacobs Ladder;-54,737;-61,152;GENT;gentoo penguin;2020;2580
JAME_1987_CHIN;JAME;Cape James;-62,698;-63,09;CHIN;chinstrap penguin;1987;10000
JONA_1996_GENT;JONA;Jonassen Island;-56,683;-63,542;GENT;gentoo penguin;1996;234
JONA_2009_GENT;JONA;Jonassen Island;-56,683;-63,542;GENT;gentoo penguin;2009;25
JOUB_1981_ADEL;JOUB;Joubin Islands;-64,399;-64,774;ADEL;adelie penguin;1981;408
JOUB_1984_ADEL;JOUB;Joubin Islands;-64,399;-64,774;ADEL;adelie penguin;1984;330
JOUB_1980_CHIN;JOUB;Joubin Islands;-64,399;-64,774;CHIN;chinstrap penguin;1980;23
JOUB_1987_CHIN;JOUB;Joubin Islands;-64,399;-64,774;CHIN;chinstrap penguin;1987;15
JOUB_1981_GENT;JOUB;Joubin Islands;-64,399;-64,774;GENT;gentoo penguin;1981;59
JOUB_1987_GENT;JOUB;Joubin Islands;-64,399;-64,774;GENT;gentoo penguin;1987;97
JOUG_1998_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;1998;2206
JOUG_2000_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2000;1793
JOUG_2003_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2003;1621
JOUG_2004_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2004;2043
JOUG_2006_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2006;1925
JOUG_2007_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2007;1684
JOUG_2008_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2008;1666
JOUG_2009_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2009;3266
JOUG_2010_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2010;1980
JOUG_2011_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2011;1336
JOUG_2012_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2012;1773
JOUG_2015_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2015;1708
JOUG_2018_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2018;1319
JOUG_2024_GENT;JOUG;Jougla Point;-63,493;-64,827;GENT;gentoo penguin;2024;1575
JPTI_1987_CHIN;JPTI;Jameson Point Islands;-62,248;-63,331;CHIN;chinstrap penguin;1987;2750
JPTS_1987_CHIN;JPTS;Jameson Point (south);-62,252;-63,308;CHIN;chinstrap penguin;1987;1500
JPTV_1987_CHIN;JPTV;Jameson Point (vicinity);-62,258;-63,296;CHIN;chinstrap penguin;1987;55000
KELL_1987_CHIN;KELL;Kellick Island;-58,393;-61,919;CHIN;chinstrap penguin;1987;40000
KETL_2024_CHIN;KETL;Ketley Point;-62,763;-64,707;CHIN;chinstrap penguin;2024;571
KETL_2024_GENT;KETL;Ketley Point;-62,763;-64,707;GENT;gentoo penguin;2024;1200
KITC_1987_CHIN;KITC;Kitchen Point;-59,347;-62,387;CHIN;chinstrap penguin;1987;2500
KLOA_1977_EMPE;KLOA;Kloa Point;57,278;-66,641;EMPE;emperor penguin;1977;3050
KLOA_1985_EMPE;KLOA;Kloa Point;57,278;-66,641;EMPE;emperor penguin;1985;4500
KLOA_2009_EMPE;KLOA;Kloa Point;57,278;-66,641;EMPE;emperor penguin;2009;3283
KUZI_1975_ADEL;KUZI;Kuzira Point;38,267;-69,6;ADEL;adelie penguin;1975;24
KUZI_1981_ADEL;KUZI;Kuzira Point;38,267;-69,6;ADEL;adelie penguin;1981;0
KUZI_1984_ADEL;KUZI;Kuzira Point;38,267;-69,6;ADEL;adelie penguin;1984;7
LAGO_1940_ADEL;LAGO;Lagotellerie Island;-67,402;-67,887;ADEL;adelie penguin;1940;750
LAGO_1948_ADEL;LAGO;Lagotellerie Island;-67,402;-67,887;ADEL;adelie penguin;1948;1750
LAGO_1959_ADEL;LAGO;Lagotellerie Island;-67,402;-67,887;ADEL;adelie penguin;1959;1100
LAGO_1960_ADEL;LAGO;Lagotellerie Island;-67,402;-67,887;ADEL;adelie penguin;1960;1000
LAGO_1983_ADEL;LAGO;Lagotellerie Island;-67,402;-67,887;ADEL;adelie penguin;1983;1720
LAGO_2013_ADEL;LAGO;Lagotellerie Island;-67,402;-67,887;ADEL;adelie penguin;2013;7483
LAIR_1987_CHIN;LAIR;Lair Point;-61,035;-62,615;CHIN;chinstrap penguin;1987;50
LAIR_1987_GENT;LAIR;Lair Point;-61,035;-62,615;GENT;gentoo penguin;1987;200
LAZA_2009_EMPE;LAZA;Lazarev;15,549;-69,75;EMPE;emperor penguin;2009;821
LEDD_2009_EMPE;LEDD;Ledda Bay;-130,96;-74,42;EMPE;emperor penguin;2009;0
LION_1957_ADEL;LION;Lions Rump;-58,123;-62,133;ADEL;adelie penguin;1957;5000
LION_1960_ADEL;LION;Lions Rump;-58,123;-62,133;ADEL;adelie penguin;1960;10000
LION_1966_ADEL;LION;Lions Rump;-58,123;-62,133;ADEL;adelie penguin;1966;8400
LION_1987_CHIN;LION;Lions Rump;-58,123;-62,133;CHIN;chinstrap penguin;1987;400
LION_1987_GENT;LION;Lions Rump;-58,123;-62,133;GENT;gentoo penguin;1987;3000
LITC_1980_ADEL;LITC;Litchfield Island;-64,092;-64,771;ADEL;adelie penguin;1980;673
LITC_1981_ADEL;LITC;Litchfield Island;-64,092;-64,771;ADEL;adelie penguin;1981;881
LITC_1986_ADEL;LITC;Litchfield Island;-64,092;-64,771;ADEL;adelie penguin;1986;550
LLAN_2010_ADEL;LLAN;Llano Point;-58,446;-62,176;ADEL;adelie penguin;2010;732
LLAN_2011_ADEL;LLAN;Llano Point;-58,446;-62,176;ADEL;adelie penguin;2011;2755
LLAN_2014_ADEL;LLAN;Llano Point;-58,446;-62,176;ADEL;adelie penguin;2014;3627
LLAN_2010_GENT;LLAN;Llano Point;-58,446;-62,176;GENT;gentoo penguin;2010;2109
LLAN_2011_GENT;LLAN;Llano Point;-58,446;-62,176;GENT;gentoo penguin;2011;5773
LLAN_2014_GENT;LLAN;Llano Point;-58,446;-62,176;GENT;gentoo penguin;2014;6595
LLAN_1990_MACA;LLAN;Llano Point;-58,446;-62,176;MACA;macaroni penguin;1990;2
LOCK_1997_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;1997;920
LOCK_1998_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;1998;1015
LOCK_1999_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;1999;606
LOCK_2000_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2000;875
LOCK_2001_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2001;1169
LOCK_2002_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2002;111
LOCK_2003_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2003;1163
LOCK_2005_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2005;691
LOCK_2006_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2006;866
LOCK_2007_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2007;736
LOCK_2009_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2009;665
LOCK_2010_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2010;1731
LOCK_2011_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2011;1126
LOCK_2012_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2012;1414
LOCK_2013_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2013;1585
LOCK_2014_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2014;1159
LOCK_2015_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2015;617
LOCK_2018_GENT;LOCK;Port Lockroy;-63,494;-64,825;GENT;gentoo penguin;2018;610
LOOK_2010_GENT;LOOK;Cape Lookout;-55,205;-61,278;GENT;gentoo penguin;2010;345
LOUB_2009_GENT;LOUB;Loubat Point;-63,926;-65,078;GENT;gentoo penguin;2009;102
LOWT_2008_ADEL;LOWT;Low Tongue;61,991;-67,546;ADEL;adelie penguin;2008;4455
LUIT_2009_EMPE;LUIT;Luitpold;-33,552;-77,271;EMPE;emperor penguin;2009;6498
MACK_1983_ADEL;MACK;MacKellar Islands;142,65;-66,967;ADEL;adelie penguin;1983;27260
MADD_2005_GENT;MADD;Madder Cliff (Joinville Island);-56,483;-63,299;GENT;gentoo penguin;2005;455
MADD_2016_GENT;MADD;Madder Cliff (Joinville Island);-56,483;-63,299;GENT;gentoo penguin;2016;621
MALL_2011_ADEL;MALL;Mallory Point;108,643;-66,83;ADEL;adelie penguin;2011;4621
MAME_1970_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1970;63
MAME_1972_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1972;43
MAME_1975_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1975;21
MAME_1977_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1977;21
MAME_1978_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1978;15
MAME_1980_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1980;24
MAME_1981_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1981;70
MAME_1982_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1982;60
MAME_1983_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1983;53
MAME_1984_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1984;53
MAME_1985_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1985;53
MAME_1986_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1986;68
MAME_1987_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1987;72
MAME_1988_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1988;175
MAME_1989_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1989;123
MAME_1990_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1990;126
MAME_1991_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1991;139
MAME_1992_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1992;180
MAME_1993_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1993;133
MAME_1994_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1994;115
MAME_1995_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1995;106
MAME_1996_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1996;93
MAME_1997_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1997;157
MAME_1998_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1998;184
MAME_1999_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;1999;204
MAME_2000_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;2000;237
MAME_2001_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;2001;220
MAME_2002_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;2002;361
MAME_2003_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;2003;473
MAME_2004_ADEL;MAME;Mame-zima;39,479;-69,025;ADEL;adelie penguin;2004;621
MARI_1978_CHIN;MARI;Mariholm;-45,693;-60,746;CHIN;chinstrap penguin;1978;4149
MBNE_1987_CHIN;MBNE;Miers Bluff Cove (northeast);-60,381;-62,701;CHIN;chinstrap penguin;1987;200
MBNW_1987_CHIN;MBNW;Miers Bluff (northwest);-60,431;-62,716;CHIN;chinstrap penguin;1987;80
MBNW_1987_GENT;MBNW;Miers Bluff (northwest);-60,431;-62,716;GENT;gentoo penguin;1987;20
MEDL_2022_ADEL;MEDL;Medley Rocks;-56,023;-62,997;ADEL;adelie penguin;2022;4563
MEDL_2022_GENT;MEDL;Medley Rocks;-56,023;-62,997;GENT;gentoo penguin;2022;1658
MEHO_1985_ADEL;MEHO;Meholmen Island;39,504;-68,97;ADEL;adelie penguin;1985;0
MEHO_1984_ADEL;MEHO;Meholmen Island;39,504;-68,97;ADEL;adelie penguin;1984;2
MERR_2010_ADEL;MERR;Merritt Island;107,156;-66,459;ADEL;adelie penguin;2010;532
MERT_2009_EMPE;MERT;Mertz Glacier;146,62;-66,892;EMPE;emperor penguin;2009;4781
MIDA_2016_CHIN;MIDA;Midas Island;-61,101;-64,168;CHIN;chinstrap penguin;2016;180
MIDG_1980_ADEL;MIDG;Hollin/Midgley;110,404;-66,326;ADEL;adelie penguin;1980;3311
MIER_1987_CHIN;MIER;Miers Bluff;-60,428;-62,721;CHIN;chinstrap penguin;1987;5000
